title,longitude,latitude
"HR Executive",103.753,1.34241
"Sales & Marketing Executive (Basic + Transport + Comm)",103.751,1.3418
"Van Delivery Driver",103.821,1.28167
"Events Intern - Part-Time",103.821,1.28155
"Service Crew/Bartender",103.843,1.31843
"Food Processing Operator (Night Shift)",103.753,1.31291
"Food Processing Operator (Night Shift)",103.754,1.3127
"Warehouse Assistant",103.931,1.31941
"Logistic Driver",103.744,1.37665
"Warehouse Packer",103.752,1.31218
"Backend Developer",103.859,1.34283
"Junior Editor ",103.82,1.28088
"Product Manager",103.866,1.31817
"Valve Assembly Operator",103.811,1.45658
"Restaurant Manager",103.847,1.28004
"Project Manager ",103.82,1.28123
"CHINESE Language Teacher",103.887,1.3587
"Lorry Driver",103.797,1.44959
"Sales Engineer",103.82,1.28153
"Corporate Secretarial Manager",103.931,1.32469
"Supply Chain Co-Ordinator",103.81,1.4554
"VP Customer Success and Operations",103.844,1.2799
DRIVER,103.853,1.32641
"Sales Support cum System Integration",103.95,1.33498
"Head Chef / Chef / Cook",103.792,1.30188
"Commercial Lead, APAC SAP Implementation",103.792,1.30149
"Business Development Executive",103.76,1.33707
"Thai Cuisine Chef",103.76,1.33707
"Software/DevOps Engineer",103.969,1.34861
"Executive, Operations Excellence",103.974,1.35338
Microbiologist,103.971,1.33804
"ESG Compliance (Assistant Manager / Manager)",103.848,1.28429
"Hub Manager",103.847,1.28244
"Driver (Class3) cum Aircon Technician",103.887,1.33459
"Childcare Teacher and Infant care Teacher",103.765,1.37371
"Production Engineer",103.776,1.29227
"ACCOUNT AND ADMIN EXECUTIVE ",103.912,1.3203
"Business Analyst (IT Application / SDLC / Up to $7K) JH",103.74,1.33504
"Accounts Assistant",103.866,1.31181
"Retail Manager",103.857,1.33545
"Research Fellow, Bioinformatician (Cancer Science Institute - GeDaC)",103.781,1.29725
"Cafe Assistant",103.795,1.29217
"IT System and Network Engineer",103.795,1.29238
"Cafe Assistant - Part-Time",103.795,1.29217
"Senior Test Engineer",103.845,1.28779
"Speech and Drama Enrichment teacher",103.826,1.30358
"Operations Executive",103.748,1.3009
"Church Pastor",103.909,1.4189
"Training Coordinator",103.852,1.28385
"Senior Business Center & Library Associate",103.832,1.30805
"General Workers",103.808,1.46814
"IT Business Analyst",103.894,1.33748
Baker,103.946,1.34144
"Picker / Packer / Kitchen Assistant / Meat Cutter",103.945,1.34168
"Full Stack Engineer ",103.844,1.27948
Draftsperson,103.715,1.33303
"freelance Door To Door Sales Persons",103.755,1.33765
"Import & Export Coordinator (TUAS)",103.648,1.32512
"Finance Manager",103.653,1.32348
"HR & Admin Executive",103.647,1.32407
"MAINTENANCE TECHNICIAN",103.636,1.28978
"Admin Assistant",103.637,1.33917
"Business Development Consultant",103.777,1.28494
"Project Engineer #SGUnitedTraineeships #SGUP",103.805,1.43517
"Multimedia Marketing Executive",103.805,1.43502
"Admin Assistant",103.796,1.45424
"Project Administrator/QMR ",103.81,1.45353
"Kitchen Assistants | Up to $12/hour | West Area",103.774,1.31101
"Sales Executive",103.851,1.30117
"DevOps Engineer",103.82,1.28192
"Part-Time Servers @ Various Locations",103.843,1.28371
"GPS, Project Executive #SGUnitedTraineeships #SGUP",103.774,1.3449
"Lead Microbiologist",103.812,1.45528
"Civil & Structural Engineer",103.888,1.35952
"sap therapist",103.857,1.30907
"Business Development Manager (Education)",103.835,1.35217
"Sales Representative (WEST/5days/Company Van/FMCG)",103.75,1.31077
"Audit Associate",103.819,1.28075
"Ambulance Driver",103.855,1.34182
"Cleaning Team Leader / Cleaner (Full Time or Part Time)",103.834,1.30455
"Integration Consultant ",103.839,1.3016
"Product Specialist– Laboratory & Diagnostics Equipments",103.82,1.28025
"Customer Service Executive",103.911,1.33718
"WSHC ",103.798,1.45658
"Section Manager (CIM - Smart Factory)",103.863,1.3739
"Customer Service Officer",103.797,1.27555
"Demi Chef",103.816,1.32998
"Project Planner",103.852,1.29027
"Food Processing Supervisor",103.719,1.32955
"Sales Marketing & Customer Success Senior Manager APAC (",103.847,1.28424
SUPERVISOR,103.829,1.2886
"MALA HOTPOT CHEF",103.856,1.2982
"HR Administrator ",103.881,1.31578
"Front Counter Admin",103.851,1.28391
"Bartender (5 Days Work Week, Immediate Availability)",103.842,1.29199
"Digital Operations Manager",103.886,1.3437
"Chef De Partie",103.827,1.31122
"Recruitment Consultant (Freelance)",103.834,1.35861
"Project Manager",103.834,1.35907
DRIVER,103.834,1.35856
"Junior Digital Fabricator",103.756,1.40557
"Human Resource Business Partner",103.701,1.30862
"senior welder",103.812,1.45153
"Accounts Associate #SGUnitedTraineeships #SGUP",103.839,1.30179
"front desk / receptionist (weekend shift)",103.835,1.35291
"Massage Therapist",103.853,1.3213
"Clinic Assistant",103.712,1.34637
"E-Commerce Executive",103.821,1.28051
"Sales Admin (FMCG)",103.82,1.28004
"Class 3 Eggs Delivery Driver $1900 - $2100",103.873,1.39689
SUPERVISOR,103.737,1.34084
"Hawker Assistant (Fruit Juice Stall)",103.713,1.34569
"Service crew",103.907,1.3074
"Admin & Accounts Assistant ",103.831,1.38794
"Software and Cloud Specialist ",103.879,1.30847
"Full-time Barista",103.834,1.35275
"Interior Designer",103.842,1.29369
"Marine Mechanical Field Technician",103.635,1.31615
"Accounts Executive",103.881,1.30747
"#SGUnitedJobs Lorry Driver",103.859,1.31385
"Kitchen Supervisor",103.872,1.35073
"DCS Console Technician ",103.675,1.30758
"Restaurant Manager",103.848,1.28346
"Facilities Site Manager - Singapore",103.849,1.28382
"Portfolio Analyst",103.852,1.29027
"Senior Fashion Designer ",103.875,1.32859
Technician,103.887,1.33458
"Product Designer / Senior Product Designer",103.841,1.27981
"Excavator Operator",103.885,1.34332
"Sales Executive",103.697,1.32454
"Merchandising Executive",103.874,1.37592
"TECHNICAL SUPERINTENDENT",103.693,1.30652
"Spa Therapist",103.836,1.35435
"Marketing Executive",103.829,1.38543
"CNC Programmer (Tuas)",103.639,1.31958
"Machinist cum Technician",103.654,1.32558
"Assistant Procurement Manager ",103.895,1.32716
Driver,103.9,1.33087
"Assistant project manager ",103.797,1.45459
"ECommerce Fulfilment Associate (Retail Operations)",103.856,1.29956
"Service Engineer ",103.916,1.3374
"Senior Audio Technician #SGUnitedTraineeships #SGUP",103.746,1.38008
"English kindergarten teacher",103.881,1.30801
"Part-Time Service Crew $7.50-$9.50",103.835,1.28428
"Floor Supervisor ($1000 confirmation bonus)",103.835,1.28428
"Documentation Executive",103.75,1.3135
"Data Processing Executive",103.835,1.35332
"ADMIN/ACCOUNT ASSISTANT IMMEDIATE HIRING",103.792,1.4513
"Building Technician",103.796,1.31068
"Fitness Trainers (Gym Floor)",103.835,1.35258
"Pastry Chef",103.855,1.30003
"Site Engineer / Assistant site engineer (Civil)",103.792,1.45137
"Senior Veterinary Technician",103.839,1.43417
"Centre Facilitator",103.814,1.29116
"Backend Developer",103.751,1.3129
"Delivery Driver",103.755,1.34983
"Part-Time Service Crew",103.832,1.30393
"Production Technician X6 ( Shift/ West/ Up to $2.8K)",103.844,1.31973
"Design Lead (Digital Services)",103.844,1.3193
"Digital Marketing Executive",103.813,1.29161
"HR cum Secretary to Director",103.912,1.33771
"Senior Sales Specialist",103.86,1.30154
"Associate Engineer (1-year Contract)",103.874,1.37597
"Senior Manager, Maximo Consultant",103.849,1.3916
"Operations Executive",103.753,1.32911
"bus driver",103.851,1.38827
"Restaurant Waitress / Waiter (Part Time) / Vegan Restaurant",103.842,1.2801
"Restaurant Supervisor",103.842,1.2801
"Adminstrative Assistant",103.813,1.29114
"Shipping Clerk",103.759,1.40699
"HR Operations Executive ",103.845,1.27828
"Admin Assistant",103.731,1.31498
"Java Developer",103.852,1.28386
"Junior B2B Representative (Shortlisting Now!!!) - Immediate Start",103.851,1.2841
"Operations Manager",103.834,1.35902
"Sales Coordinator",103.899,1.33113
"Customer Service Officer",103.899,1.33142
"Business Development Executive/Quantity Surveyor",103.899,1.33138
"E-Commerce Manager",103.752,1.31282
"Accounts cum HR Executive",103.812,1.29162
"Receptionist / Customer Service / Beauty Specialist",103.813,1.29174
"Beauty Consultant",103.812,1.29175
"Project Engineer (Reporting to Manager)",103.912,1.33779
"English Specialist",103.827,1.32338
"Snr / Buyer (ID3146)",103.85,1.36997
"NIKE Full-Time/Part-Time Retail Associate",103.99,1.36021
"Marketing Intern - Part-Time",103.876,1.32995
"Ice Cream Scoopie",103.834,1.35372
Faculty,103.889,1.33125
"Operations Supervisor",103.954,1.34359
"RETAIL STORE ASSISTANT",103.873,1.39658
"Senior Engineer",103.712,1.33969
"DELIVERY DRIVER",103.803,1.45691
"Social & Content Marketing Manager",103.997,1.37716
"Technical Specialist",103.848,1.39117
"MOTOR VEHICLE MECHANIC",103.681,1.31595
COOK,103.675,1.30837
"Web Designer",103.759,1.33775
"RETAIL MANAGER",103.853,1.30545
"CHINESE CHEF",103.786,1.30816
"Logistics Assistant",103.909,1.3702
Baker,103.887,1.33471
"Assistant Director, Application Development (Front-end / Mobile)",103.802,1.30868
"Business Manager",103.746,1.3252
"Finance & Accounting Manager",103.747,1.32498
"Assistant Manager",103.858,1.30622
"DRIVER TRUCK",103.911,1.33968
"RF Test Technician",103.866,1.31074
"Nondestructive Testing Inspector",103.97,1.38132
"Accounts Executive",103.76,1.40624
"Pest Control Technician / Worker",103.76,1.40624
"FINTECH SPECIALIST DIRECTOR",103.819,1.30532
"Duty Manager",103.85,1.29017
"Pastry Chef",103.757,1.30727
"Process Engineer - Contract Assembly ( #SGUnitedTraineeships / #SGUP)",103.757,1.30719
"QC Inspector /operator (5 Days)",103.757,1.30719
"Architectural Associate",103.855,1.29637
"Customer Service Representative",103.804,1.45518
"Quantity Surveyor",103.814,1.46881
"Banquet Operations Captain",103.829,1.31387
"Production Teams",103.748,1.41465
"WSHO (Overseas Project)",103.701,1.3048
"Regional Finance Executive",103.654,1.32584
"Sales Executive",103.65,1.33029
"OPERATIONS EXECUTIVE",103.797,1.4548
"Night Retail Sales",103.853,1.32194
administrator,103.74,1.34265
"SAP Project Manager",103.853,1.29398
Chef,103.883,1.31488
"Compliance and Risk Officer",103.843,1.2739
"Site Engineer",103.958,1.33679
"HAIR STYLIST",103.738,1.34303
Driver,103.751,1.31247
Bartender,103.853,1.29401
"Chinese Language Teacher",103.84,1.43409
"Assistant Engineer",103.75,1.41001
"Senior Analyst, Global Talent Development, HR",103.791,1.29561
"Global Employer Branding Program Manager",103.791,1.29561
"Customer Service and Admin Executive",103.752,1.32905
"Retail Assistance",103.753,1.35485
"Sou Chef",103.838,1.31551
"Audit Manager",103.835,1.28368
"IT Assistant",103.816,1.44331
"Cafe Chef",103.876,1.38339
"Line Cook / Demi Chef de Partie - $5000 Sign on Bonus",103.795,1.31088
"Communications Executive",103.805,1.46885
"Facilities Engineer",103.834,1.35948
"Car Buyer  (Car Broker / Purchaser)",103.834,1.35959
"Human Resources & Admin Manager",103.889,1.3355
"Dental Assistant",103.837,1.30251
Supervisor,103.74,1.3445
"Senior Designer",103.852,1.29869
"Kitchen Assistant",103.895,1.30778
"Dish Washer / Cleaner",103.895,1.30782
"RESTAURANT CAPTAIN",103.833,1.35355
"Art Educator/ Teacher ",103.871,1.35323
"Graphic Designer",103.86,1.30067
"Hair Stylist",103.854,1.30048
"head chef",103.859,1.30116
"Warehouse & Delivery Assistant",103.692,1.31635
"Head Waiter / Waitress",103.98,1.36532
"FNB CUSTOMER SERVICE MANAGER",103.98,1.36532
"Masseur (non-medical)",103.86,1.3127
"Technical Support Lead",103.909,1.32858
Driver,103.71,1.31036
"Project Coordinator ",103.907,1.33652
"Part Time and Full Time service crew",103.87,1.36494
"WELDING INSPECTOR",103.759,1.40586
"Sales Admin (5Days/Company Transport/Up to 3k)",103.759,1.4058
"Home Elevator Technicians / Installers",103.886,1.34365
"Special Educator",103.912,1.39011
"SALES MANAGER",103.64,1.32163
"Accounts Officer",103.811,1.45241
"Artificial Intelligence AI Engineer",103.851,1.2841
"Technical Officer",103.851,1.2841
"Demi Chef De Partie #SGUnitedJobs",103.835,1.31644
"Driver (Class 4)",103.792,1.45083
"Admin Assistant",103.842,1.32048
"Finance Manager",103.792,1.45068
"Sales Promoter ($2.5K-$4K)",103.839,1.30046
"Wellness Journey Visual Content Creator",103.83,1.29648
"Staff Nurse (SJSM NH - Dover) ",103.852,1.29027
"Project Engineer (C&S)",103.834,1.35995
"Manager assistants  ",103.819,1.29057
"Technology Introduction Process Integration (Ref: 2021-15466)",103.865,1.37542
"Cook (Nasi Lemak)",103.846,1.28076
"R&D Administrator",103.79,1.29649
"Accounts Assistant",103.852,1.29027
"senior accounts manager",103.851,1.30668
"Technical Specialist - Part-Time",103.969,1.34861
"Cafe Assistant",103.854,1.30546
"Senior Care Associate - SJSM NH (Dover)",103.852,1.29027
"Quality and Regulatory Compliance Engineer",103.873,1.32826
"Urgent: Full time class 3 delivery driver",103.875,1.38344
"Quality Engineer (Plastic Injection Moulding)",103.867,1.31524
"IT Senior Support Engineer",103.694,1.33105
"Part Time Service Crew",103.853,1.32663
"IT Specialist",103.759,1.40692
"Manufacturing Engineer",103.776,1.44571
"Part-Time Packer",103.776,1.44577
"Marine Operations Scheduler",103.735,1.30944
"Building Maintenance Handyman",103.71,1.32751
"IT Support",103.918,1.32736
"Used Car Salesman",103.836,1.35736
"Business & Marketing Intern (FUN Environment)",103.834,1.35995
"pizza chef / pizza helper",103.829,1.31354
"RECEPTIONIST CUM ADMINI ASSISTANT",103.753,1.40491
"Materials Support I, II or III",103.651,1.33001
"Customer Service Assistant",103.807,1.45142
"Admin / Telemarketer",103.845,1.28149
"Business development cum Admin",103.791,1.45133
"Preschool English Educator",103.892,1.38529
"Admin cum Accounts Assistant",103.845,1.35892
"ASSISTANT MANAGER",103.909,1.30807
"Assistant Manager",103.896,1.30681
"SPA Therapist",103.879,1.31239
"Hotel Executive",103.861,1.30103
"Operations executive",103.987,1.38657
"Quantity Surveyor",103.732,1.31342
"Service Crew",103.811,1.30469
"Dog Playschool Assistant/Driver",103.768,1.33615
"ACCOUNTS ASSISTANT",103.885,1.33639
"Concrete Mixer Truck Driver",103.746,1.32698
"Commis Cook",103.9,1.31329
"Sales and Marketing Assistant ",103.811,1.29056
"Designer #SGUnitedJobs #SGUP",103.853,1.30421
"Water Purifier Technician",103.793,1.29385
"Compliance & Risk Permanent Control Associate #SGUnitedTraineeships #SGUP",103.852,1.29027
"Purchasing/ Sales Coordinator",103.658,1.30176
"Lead Patent Counsel",103.711,1.33026
Driver,103.889,1.33779
"Junior Sous Chef (Breakfast)",103.826,1.30566
Coordinator,103.632,1.3092
"Senior Finance Executive",103.899,1.33021
"Manager, Facilities Engineering",103.8,1.45577
"Registered Nurse",103.836,1.30396
"Patient Relations Officer",103.835,1.30374
"Contracts Manager (North)",103.836,1.43606
Packer,103.837,1.43597
"Cook Supervisor",103.86,1.31481
"Spa Therapist",103.907,1.31821
"Audit Manager",103.845,1.2813
"CRM Marketing Manager (Global) ",103.859,1.311
"Purchasing Assistant",103.828,1.2863
"Research Analyst",103.822,1.28211
"Digital Content Creator",103.84,1.30206
"Operation Assistant (Full-Time / Intern / Part-Time) - Crating / Packing / General",103.967,1.35074
"Outdoor Sales Executive",103.715,1.33147
"Director, Food & Beverage",103.846,1.28564
"Site Engineer (LTA)",103.814,1.44408
"Sales Leadership",103.846,1.38959
"EdTech Talent Acquisition Specialist",103.845,1.38645
"Compliance Intern",103.846,1.27508
"Guest Service Executive",103.852,1.3084
"Food & Beverage Attendant",103.852,1.3084
"Safety Officer",103.793,1.3016
"Personal Assistant",103.849,1.34987
"SDET - Software Development in Test ",103.967,1.33679
"LOGISTICS SPECIALIST- WAREHOUSE",103.852,1.29027
"Online Marketplace Leader",103.852,1.29027
"Service Crew / Waitress",103.85,1.28324
Consultant,103.85,1.28326
"chief cook",103.85,1.29185
"senior Engineer",103.896,1.36036
"Test Engineer",103.807,1.2832
"Warehouse Assistant",103.685,1.3261
"Office Custodian (Cleaner)",103.858,1.29948
"Sales Executive (Pinnacle)",103.858,1.29903
"Senior Technical Support Engineer",103.858,1.29916
"Senior Territory Account Manager",103.79,1.29869
"Digital Marketing Manager/Executive",103.788,1.29986
"Software Engineer Backend ",103.788,1.29915
"Senior Electrician cum Site Supervisor",103.814,1.44408
"Customer Service",103.743,1.33449
"Customer Service Crew (Beauty Wellness)",103.743,1.33453
"APPLICATION ENGINEER",103.669,1.31895
"Full-Time kitchen staff (44h / 5.5 days / Up to 2.2k) @Sentosa",103.822,1.25194
"Part time Chemistry Teacher",103.892,1.37437
"Marketing manager",103.881,1.34378
"Technical Engineer",103.748,1.32702
"Process Technology Engineer ",103.748,1.32702
"IT Help Desk Administrator",103.887,1.3358
"Assistant Architect",103.86,1.30407
"Senior HR (Maternity Cover)",103.824,1.43669
"F&B Kitchen (Sous Chefs, CDP, Demi Chef, Commis Cooks) $1,900 - $2,800 + Allowances",103.925,1.31295
"Senior Account Executive (Costing)",103.677,1.32686
"Investment Analyst ",103.84,1.29962
"Student Affairs Coordinator",103.824,1.30988
"Landscape Architect",103.71,1.43661
Driver,103.969,1.37431
"F&B Attendant",103.854,1.27953
"Material Planner",103.932,1.37903
"Rebar Engineer",103.842,1.35228
"Merchandising Manager",103.85,1.28472
"Personal Assistant",103.847,1.28443
"Service Crew",103.847,1.28429
"Security Officers",103.695,1.32538
"Permanent Accounts Admin",103.695,1.32541
"Warehouse Assistant ",103.657,1.30336
"Admin Assistant (Logistics)",103.667,1.29623
"School Affairs Executive",103.808,1.3185
"Devops Consultant",103.851,1.28343
"Delivery Driver / Farm Operator",103.776,1.29455
"Cafe Assistant",103.776,1.29455
"JUNIOR BUSINESS DEVELOPMENT ASSOCIATE- (Office Hours, Fast Response, CBD Area)",103.846,1.2906
"Senior Operation Manager ",103.805,1.46123
"Packaging Development Manager",103.81,1.4643
"318 - Air Cond Technician [ Repair / Electrical / Rochor / Up to $2400 ]",103.85,1.27855
"Part-time Clinic Assistant",103.697,1.33378
"Kitchen Crew",103.861,1.32259
"Site Foreman cum Driver",103.748,1.43225
"Human Resource Executive",103.748,1.43158
"Early Literacy and English Teacher - Tampines",103.943,1.35278
"Financial Advisor",103.942,1.35463
"Sports Facility Operation Crew (Part/ Full-Time)",103.916,1.39246
"System Analyst (RPA UiPath Qlik) – Digitalization for banking operations",103.86,1.2935
"Vice President, IT Service Manager",103.86,1.2935
"Assistant Managers & Managers (Jollibee)",103.859,1.29571
"assistant manager",103.859,1.29601
Storekeeper,103.638,1.32335
"Indoor Sales Coordinator",103.639,1.33768
"QAQC Engineer",103.635,1.29468
"Hand Packers (Food)",103.635,1.33269
"Marketing Executive #SGUnitedTraineeships #SGUP",103.891,1.33089
"Pest Control Technician",103.89,1.33118
"IT Executive (3 Months Contract)",103.846,1.28564
"Dishwashing operator",103.805,1.4524
"Cargo Executive #SGUnitedTraineeships #SGUP",103.996,1.37834
"SALES EXECUTIVE",103.677,1.30764
"Assistant / Procurement Manager",103.75,1.33007
"Solutions Consultant",103.841,1.27936
"Senior Software Engineer",103.85,1.2828
"Kitchen Assistant",103.903,1.30362
"Delivery Driver - with Own Vehicle",103.903,1.3197
"Kitchen Chef / Cook",103.86,1.31238
"Research Officer - Part-Time",103.777,1.29097
"AVP, Investment",103.85,1.29361
"Regional Digital Omnichannel Head",103.809,1.2844
"Part Time Accounts",103.904,1.33642
"Sales Executive",103.866,1.31488
"PROJECT TEAM LEAD",103.866,1.31488
"Part-Time Kitchen Crew / Service Crew",103.86,1.30212
"Part Time Admin Support",103.885,1.33969
Driver,103.971,1.37222
"OPERATIONS EXECUTIVE",103.759,1.40615
"Driver (Class 4)",103.775,1.44606
"#SGUnitedJobs Clinical Research Coordinator, Human Development, SICS",103.781,1.29482
"Fullstack Developer (Dot Net)",103.799,1.27483
"Regional Supply Chain Executive (12-months contract)",103.799,1.27483
"Executive, Programme Planning (1-year contract)",103.849,1.29902
"Restaurant Demi Chef / Chef de Partie",103.852,1.28324
"Manager, Product",103.852,1.28423
Chef,103.841,1.29124
"Senior Process Technician",103.709,1.26122
"Kitchen Staff / Cashiers",103.82,1.4482
"WAREHOUSE ASSISTANT",103.884,1.33584
"Restaurant service crew @ Stevens Rd for Italian Restaurant｜Up to SGD $2,600",103.829,1.31434
"Assistant Restaurant Manager (OMAKASE@STEVENS)",103.828,1.31405
"Kitchen assistant",103.858,1.31312
"Baker cum Decorator",103.89,1.33435
"Assistant Project Engineer / Project Engineer",103.748,1.33492
PA,103.63,1.30621
"Diving Supervisor",103.631,1.29809
"project manager",103.897,1.32759
"Service Ambassador",103.853,1.2948
"Senior Baker (Jurong & Woodlands)",103.811,1.44949
"Administrative Officer (temp, convertible to perm)",103.863,1.30105
"Java Lead",103.942,1.35234
"IT Support Team Leader",103.868,1.37136
PAINTER,103.893,1.33045
"Operations & Delivery Drivers",103.894,1.33087
"Office Sales & Admin Assistant",103.894,1.33087
"Human Resource Assistant",103.779,1.30627
"Administrator (Reception & Admin)",103.654,1.33015
"Full-Time Massage Therapist",103.859,1.31114
"English Language Specialist (Teaching)",103.868,1.35309
"bus driver",103.838,1.34936
"Receptionist ",103.902,1.33069
"Full-Time Service Crew / Barista",103.831,1.3548
"Service Crew #SGUnitedjobs",103.831,1.35503
"Customer Service Officer",103.95,1.33616
"Motor Claims Executive",103.949,1.33644
"Chefs Wanted at Local Smokehouse",103.95,1.33607
"Amusement Rides Senior Technician",103.95,1.3357
"DELIVERY DRIVER",103.947,1.33675
"Delivery driver",103.893,1.32986
"CNC Programmer (Junior)",103.893,1.32834
"Delivery Driver",103.949,1.33765
"Electrical Engineer",103.949,1.33778
"Sales Representative",103.946,1.33703
Driver,103.946,1.33713
"Site Supervisor",103.947,1.33529
"Administrative Assistant",103.969,1.38234
"Hawker Assistant",103.84,1.31286
"Senior Consultant -ServiceNow",103.835,1.30395
"Relief Driver - Part-Time",103.894,1.32802
"Admin/office job",103.897,1.32939
"Quantity Surveyor (M&E)",103.897,1.33026
"Accountant (Construction)",103.897,1.32939
"Sales Executive",103.897,1.33001
"Clinic Assistant",103.743,1.38442
"Employment Agent",103.834,1.30436
"SPA THERAPIST",103.842,1.32316
"Clinic Assistant",103.902,1.32975
"Part Time Clinic Assistant Woodlands",103.774,1.43036
"WEB MARKETING EXECUTIVE",103.815,1.29792
"Mala hotspot chef",103.844,1.36548
"Infrastructure Operations Lead",103.866,1.31456
"F&B Service (Supervisors, Captains) $1,900 - $2,700 + Allowances",103.85,1.28607
"Logistics Operator (Based in Alps Ave)",104.001,1.38165
"Senior Accounts Executive",103.759,1.33803
"HR Admin Executive",103.759,1.33685
"BUSINESS ADMINISTRATOR",103.759,1.33685
"Executive, F&B Service",103.84,1.27929
Installer,103.974,1.33846
"Investor Relations",103.846,1.28234
"Service Crew Part-Time",103.8,1.30699
"Air-Con Technician",103.892,1.35171
"Senior Data Scientist",103.838,1.29898
"Industrial Designer",103.746,1.32862
"Sales Merchandiser",103.722,1.30794
"Warehouse Assistant",103.72,1.31281
"Business Development Manager, MNC logistics, West Area",103.697,1.33764
"MTS, IC Design",103.906,1.33561
"Procurement Executive/Manager",103.908,1.33578
"Kitchen Chef / Cook",103.857,1.3063
"Quantity Surveyor",103.758,1.40508
"Sports Massage Therapist ",103.842,1.24707
"$10-15/h Restaurant Service Crew",103.842,1.24793
"Senior Software Engineer (.NET Core)",103.782,1.28821
"Wages Executive",103.754,1.40739
"Senior Project Engineer (Mechanical)",103.636,1.30109
"Senior Software Engineer",103.893,1.32685
"Mobile Application Developer",103.806,1.43668
"Loan Consultants",103.893,1.31477
"Beauty Therapist",103.833,1.30508
"Full / Part-Time Dessert / Beverage Service Crew",103.929,1.32449
"Full-Time Home Cleaner",103.832,1.30482
"Administrative Executive/Assistant",103.85,1.36665
"Pet Groomer",103.751,1.3598
"Admin Assistant (Simple duties, ideal for PartTime / Homemaker etc)",103.902,1.30932
"Systems Engineer - Middleware",103.807,1.28852
"Pre-sales Engineer",103.834,1.28751
"Kiosk Promoter - Part-Time",103.806,1.28801
"Content Creator Intern",103.858,1.33693
"Logistics Supervisor",103.834,1.28889
"F&B Event Sales",103.839,1.35283
"Early Intervention Pre school Teacher",103.816,1.29792
"Presales Manager (Cybersecurity / PKI)",103.862,1.30972
"Restaurant Team Member",103.861,1.30283
"Test Engineer",103.864,1.376
"Mechanical Engineer",103.865,1.37623
"Web And Graphic Design Intern - Part-Time",103.892,1.35106
"Driver - Part-Time",103.868,1.31464
"Warehouse Assistant",103.692,1.33101
"Warehouse Assistant",103.692,1.33115
"B2B Sales Representative",103.967,1.3758
"Retail Assistant (ENTRY LEVEL/NO EXPERIENCE REQUIRED)",103.842,1.28485
"Outdoor Blinds Installer",103.758,1.33333
"SITE ENGINEER",103.853,1.30437
"Production Shift Leader",103.695,1.31391
"Human Resource Executive (Jurong Area)",103.709,1.33002
"Infant Educarer ",103.857,1.30965
"Sales Assistant - Part-Time",103.855,1.29609
"Mass Walk-in (Service Crew / Coffee Maker / Cook)",103.89,1.3347
"SUSHI AND SASHIMI CHEF",103.89,1.33449
DRIVER,103.753,1.33595
Masseuse,103.765,1.3169
"Sales & Reservations Executive (Boutique Hotel)",103.838,1.28921
"eCommerce & Digital Executive",103.833,1.30506
"AUDIT SEMI-SENIOR",103.855,1.311
"Management trainee",103.805,1.28728
"Customer Service Executive",103.838,1.30169
"Clinical Secretary/Assistant Manager",103.838,1.3015
"Supervisor cum Foreman",103.729,1.34804
"food and beverage supervisor",103.748,1.36103
"Recruitment Consultant (Work From Home) ",103.958,1.35159
"Administrative Executive",103.766,1.31514
"Air-Con Technician",103.884,1.31098
"Kitchen & Service Crew",103.767,1.31392
Analyst,103.854,1.2957
"Parent Liaison Manager (Sentosa)",103.828,1.24841
"Accounts & Admin Executive",103.969,1.33268
"Sales Executive (Food Serivce)",103.714,1.33744
"Reefer Technician (Basic + Over Time // Up to 3.1K /mth)",103.774,1.28315
"Prime Mover Driver",103.774,1.28337
"Facilities Engineer ",103.784,1.44069
"Chef de Partie/Senior Chef de Partie (5 days work week)",103.841,1.29243
"Bioinformatics Head",103.841,1.29243
"Events Producer/Presenter - Physical, Hybrid and Livestream",103.848,1.28359
"Part-Time Cleaner (Office)",103.63,1.31587
"Dispatch Driver",103.652,1.30958
"Security Officer",103.626,1.29012
"CUSTOMER SERVICE EXECUTIVE",103.894,1.33293
"E-Commerce Fulfillment and Customer Service Officer",103.894,1.33295
"IT Project Manager",103.894,1.33293
"Studio Operations Executive",103.888,1.33592
"Logistics Assistant (Part Time $1.5k)",103.888,1.33588
"Finance Manager",103.853,1.29618
"Restaurant Manager",103.706,1.33507
"Waiter / Waitress",103.903,1.30905
"Accounts Executive / Senior Accounts Executive (3 months contract)",103.836,1.30206
"Guest Service Attendant",103.836,1.30223
"Guest Relation Officer (Front House)",103.836,1.30206
"Server (Food Services) - Part-Time",103.862,1.31003
"Infra Engineer",103.843,1.28281
"Operations Assistant ",103.843,1.28281
"Bakery Assistant (Weekend Only)",103.909,1.31818
Technician,103.709,1.33681
"Service Crew",103.856,1.31711
"Admin Assistant",103.859,1.31194
"Redmart Delivery Driver (With Own Van)",103.797,1.27634
"$2-2.8k Chef de Partie",103.806,1.33182
"Cafe Management Service Crew - Part-Time",103.859,1.3007
"Project Claims Coordinator",103.972,1.38468
"WAREHOUSE OPERATOR",103.659,1.30391
"PROJECT ENGINEER",103.827,1.38291
"Project Admin Executive",103.753,1.33613
"HR Cum Finance Manager",103.753,1.33613
"Commercial Manager",103.631,1.298
"Virtual Events Planner/Producer",103.842,1.28624
"Ambulance Driver",103.862,1.31009
"Inbound Logistics Executive",103.707,1.33115
"Prime-Mover Driver",103.731,1.34605
"Violin / Piano Teacher",103.731,1.34605
"foot reflexology",103.731,1.34457
